ANP;SECTOR;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO;PROCEDENCIA;EDAD;FECHA;VISITAS_E1;VISITAS_E2A3;VISITAS_E3A30;FECHA_CORTE
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;ADULTO MAYOR;30/09/2023;27;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;ADULTO MAYOR;31/10/2023;34;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;ADULTO MAYOR;30/11/2023;21;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;31/01/2022;23;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;28/02/2022;16;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;31/03/2022;4;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;30/04/2022;7;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;31/05/2022;8;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;30/06/2022;2;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;31/07/2022;19;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;31/08/2022;19;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;30/09/2022;4;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;31/10/2022;17;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;31/12/2022;2;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;31/01/2023;7;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;28/02/2023;15;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;31/03/2023;5;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;31/07/2023;5;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;31/08/2023;9;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;30/09/2023;3;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;INFANTE;30/11/2023;4;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/01/2022;80;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;28/02/2022;69;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/03/2022;10;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;30/04/2022;26;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/05/2022;24;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;30/06/2022;14;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/07/2022;79;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/08/2022;53;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;30/09/2022;13;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/10/2022;39;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;30/11/2022;6;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/12/2022;14;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/01/2023;50;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;28/02/2023;64;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/03/2023;6;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/07/2023;21;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/08/2023;38;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;30/09/2023;5;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;31/10/2023;20;0;0;27/05/2024
SH Bosque de Pomac;Santuario Historico;LAMBAYEQUE;FERRENAFE;PITIPO;140205;NACIONAL;MENOR;30/11/2023;28;0;0;27/05/2024
