"DEPARTAMENTO","PROVINCIA","DISTRITO","COD_VAL","NOMBRE_ESTACION_VAL","METODOLOGÍA","FECHA","CONCENTRACIÓN (µg/m³)","AÑO"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","18/2/2015","69.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","12/3/2015","75.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","19/3/2015","68.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","25/3/2015","71.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","8/4/2015","40.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","16/4/2015","71.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","22/4/2015","68.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","28/4/2015","64.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","14/5/2015","66.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","21/5/2015","56.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","28/5/2015","45.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","11/6/2015","54.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","18/6/2015","50.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","25/6/2015","50.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","2/7/2015","57.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","9/7/2015","62.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","16/7/2015","68.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","30/7/2015","64.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","6/8/2015","76.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","13/8/2015","68.00","2015"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","20/8/2015","62.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","8/1/2015","62.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","22/1/2015","36.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","12/2/2015","59.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","18/2/2015","52.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","12/3/2015","66.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","19/3/2015","61.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","25/3/2015","64.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","8/4/2015","47.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","16/4/2015","49.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","22/4/2015","57.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","28/4/2015","54.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","14/5/2015","76.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","21/5/2015","87.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","28/5/2015","92.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","11/6/2015","76.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","18/6/2015","71.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","25/6/2015","73.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","2/7/2015","59.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","9/7/2015","68.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","16/7/2015","76.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","30/7/2015","66.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","6/8/2015","56.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","13/8/2015","52.00","2015"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","20/8/2015","42.00","2015"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","7/1/2016","75.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","13/1/2016","61.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","20/1/2016","40.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","27/1/2016","49.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","4/2/2016","50.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","11/2/2016","43.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","18/2/2016","42.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","25/2/2016","47.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","3/3/2016","49.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","9/3/2016","45.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","7/4/2016","49.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","21/4/2016","47.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","28/4/2016","40.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","5/5/2016","45.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","12/5/2016","38.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","18/5/2016","42.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","23/5/2016","49.00","2016"
"LAMBAYEQUE","CHICLAYO","LEONARDO ORTIZ","E-02","C.S. José Leonardo Ortiz","Activo (Impactadores Harvard)","14/7/2016","43.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","7/1/2016","49.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","13/1/2016","23.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","20/1/2016","19.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","27/1/2016","31.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","4/2/2016","30.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","11/2/2016","35.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","18/2/2016","43.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","25/2/2016","42.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","3/3/2016","36.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","9/3/2016","30.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","7/4/2016","21.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","21/4/2016","17.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","28/4/2016","26.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","5/5/2016","21.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","12/5/2016","14.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","18/5/2016","23.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","23/5/2016","16.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-04","DESA Chiclayo","Activo (Impactadores Harvard)","14/7/2016","28.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","7/1/2016","68.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","13/1/2016","31.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","20/1/2016","38.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","27/1/2016","59.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","4/2/2016","50.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","11/2/2016","40.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","18/2/2016","43.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","25/2/2016","45.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","3/3/2016","42.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","9/3/2016","35.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","7/4/2016","38.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","21/4/2016","30.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","28/4/2016","33.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","5/5/2016","30.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","12/5/2016","36.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","18/5/2016","24.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","23/5/2016","33.00","2016"
"LAMBAYEQUE","CHICLAYO","LA VICTORIA","E-06","C.S. La Victoria","Activo (Impactadores Harvard)","14/7/2016","42.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","7/1/2016","59.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","13/1/2016","66.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","20/1/2016","35.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","27/1/2016","49.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","4/2/2016","43.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","11/2/2016","45.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","18/2/2016","38.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","25/2/2016","47.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","3/3/2016","36.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","9/3/2016","30.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","7/4/2016","26.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","21/4/2016","35.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","28/4/2016","24.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","5/5/2016","23.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","12/5/2016","33.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","18/5/2016","28.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","23/5/2016","24.00","2016"
"LAMBAYEQUE","CHICLAYO","CHICLAYO","E-07","C.S. José Quiñones","Activo (Impactadores Harvard)","14/7/2016","31.00","2016"
