periodo_denuncia;anio_denuncia;fecha_descarga;distrito_fiscal;especialidad;tipo_caso;generico;subgenerico;articulo;des_articulo;cantidad;ubigeo_pjfs;dpto_pjfs;prov_pjfs;dist_pjfs;fecha_corte
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO;128;Exposición a peligro de persona dependiente;32;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO;129;Formas agravadas (Art. 125 y 128);3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;106;Homicidio Simple;423;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;107;Parricidio;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;108;Homicidio calificado;37;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;108-B;Feminicidio;28;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;108-C;Sicariato;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;109;Homicidio por emoción violenta;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;110;Infanticidio;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;111;Homicidio Culposo;243;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;112;Homicidio piadoso;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;HOMICIDIO;113;Instigación o ayuda al suicidio;48;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;LESIONES;121;Lesiones graves;262;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;LESIONES;121-A;Formas agravadas. Lesiones graves - víctima menor de edad;10;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;LESIONES;121-B;Lesiones graves por violencia contra las mujeres e integrantes del grupo familiar;47;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;LESIONES;122;Lesiones leves;2531;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;LESIONES;122-B;Agresiones en contra de las mujeres o integrantes del grupo familiar;15256;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;LESIONES;123;Lesiones preterintencionales con resultado fortuito;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;LESIONES;124;Lesiones Culposas;2416;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;LESIONES;124-A;Daños al Concebido;11;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VOLUNTAD POPULAR;DELITOS CONTRA EL DERECHO AL SUFRAGIO;356;Inducción a no votar o hacerlo en sentido determinado;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VOLUNTAD POPULAR;DELITOS CONTRA EL DERECHO AL SUFRAGIO;357;Suplantación de votante;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VOLUNTAD POPULAR;DELITOS CONTRA EL DERECHO AL SUFRAGIO;358;Publicidad ilegal del sentido del voto;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VOLUNTAD POPULAR;DELITOS CONTRA EL DERECHO AL SUFRAGIO;359;Atentados contra el derecho de sufragio;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LOS DERECHOS INTELECTUALES;CONTRA LA PROPIEDAD INDUSTRIAL;222;Fabricación o uso no autorizado de patente;24;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LOS DERECHOS INTELECTUALES;CONTRA LA PROPIEDAD INDUSTRIAL;222-A;Penalización de la clonación o adulteración de terminales de telecomunicaciones;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LOS DERECHOS INTELECTUALES;CONTRA LA PROPIEDAD INDUSTRIAL;223;Uso o venta no autorizada de diseño o modelo industrial;22;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LOS DERECHOS INTELECTUALES;CONTRA LA PROPIEDAD INDUSTRIAL;225;Condición y grado de participación del agente;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LOS DERECHOS INTELECTUALES;CONTRA LOS DERECHOS DE AUTOR Y CONEXOS;217;Reproducción;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LOS DERECHOS INTELECTUALES;CONTRA LOS DERECHOS DE AUTOR Y CONEXOS;218;Formas agravadas;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LOS DERECHOS INTELECTUALES;CONTRA LOS DERECHOS DE AUTOR Y CONEXOS;219;Plagio;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LOS DERECHOS INTELECTUALES;CONTRA LOS DERECHOS DE AUTOR Y CONEXOS;220;Formas agravadas;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LOS DERECHOS INTELECTUALES;CONTRA LOS DERECHOS DE AUTOR Y CONEXOS;220-D;Delitos contra la información sobre gestiÃ³n de derechos;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LOS PODERES DEL ESTADO Y ORDEN CONSTITUCIONAL;REBELION ;346;Rebelión;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LOS PODERES DEL ESTADO Y ORDEN CONSTITUCIONAL;REBELION ;347;Sedición;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;D.LEG 813. LEY PENAL TRIBUTARIA;DEFRAUDACION TRIBUTARIA;2;Defraudación tributaria (D.L. 813);1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;D.LEG 813. LEY PENAL TRIBUTARIA;DEFRAUDACION TRIBUTARIA;4;Defraudación tributaria (D.L. 813);2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;D.LEG 813. LEY PENAL TRIBUTARIA;DEFRAUDACION TRIBUTARIA;5;Defraudación tributaria (D.L. 813);1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;D.LEG 813. LEY PENAL TRIBUTARIA;DEFRAUDACION TRIBUTARIA;5-C;Defraudación tributaria (D.L. 813);3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;D.LEG. 1106 LAVADO DE ACTIVOS;LAVADO DE ACTIVOS;1;Actos de conversión y transferencia;28;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;D.LEG. 1106 LAVADO DE ACTIVOS;LAVADO DE ACTIVOS;2;Actos de ocultamiento y tenencia;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS ADUANEROS (LEY 28008);CONTRABANDO (D.ADUAN.);1;Contrabando;20;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS ADUANEROS (LEY 28008);CONTRABANDO (D.ADUAN.);2;Modalidades de contrabando;96;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS ADUANEROS (LEY 28008);RECEPTACIÓN ADUANERA;6;Receptación aduanera;11;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS ADUANEROS (LEY 28008);TRÃÁFICO DE MERCANCÍAS  PROHIBIDAS Y RESTRINGIDAS;8;Tráfico de mercancías prohibidas o restringidas;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS CONTRA LOS RECURSOS NATURALES;308;Tráfico ilegal de especies de flora y fauna silvestre;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS CONTRA LOS RECURSOS NATURALES;308-A;Tráfico ilegal de especies acuáticas de la flora y fauna silvestre;29;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS CONTRA LOS RECURSOS NATURALES;308-B;Extracción ilegal de especies acuáticas;8;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS CONTRA LOS RECURSOS NATURALES;308-C;Depredación de flora y fauna silvestre;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS CONTRA LOS RECURSOS NATURALES;310;Delitos contra los bosques o formaciones boscosas;79;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS CONTRA LOS RECURSOS NATURALES;310-A;Tráfico ilegal de productos forestales maderables;120;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS CONTRA LOS RECURSOS NATURALES;310-C;Formas agravada;6;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS CONTRA LOS RECURSOS NATURALES;311;Utilización indebida de tierras agrícolas;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS CONTRA LOS RECURSOS NATURALES;312;Autorización de actividad contraria a los planes o usos previstos por la ley;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS CONTRA LOS RECURSOS NATURALES;313;Alteración del ambiente o paisaje;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS DE CONTAMINACION;304;Contaminación del ambiente;51;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS DE CONTAMINACION;305;Formas agravadas;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS DE CONTAMINACION;306;Incumplimiento de las normas relativas al manejo de residuos sólidos;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;DELITOS DE CONTAMINACION;307-A;Delito de minería ilegal;23;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;RESPONSABILIDAD FUNCIONAL E INFORMACIÓN FALSA;314;Responsabilidad de funcionario público por otorgamiento ilegal de derechos;15;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;DELITOS AMBIENTALES;RESPONSABILIDAD FUNCIONAL E INFORMACIÓN FALSA;314-B;Responsabilidad por información falsa contenida en informes;16;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;LEY N° 30096; LEY DE DELITOS INFORMATICOS;2;Acceso Ilícito;33;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;LEY N° 30096; LEY DE DELITOS INFORMATICOS;3;Atentado contra la integridad de datos informáticos;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;LEY N° 30096; LEY DE DELITOS INFORMATICOS;4;Atentado contra la integridad de sistemas informáticos;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;LEY N° 30096; LEY DE DELITOS INFORMATICOS;8;Fraude informático;974;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;LEY N° 30096; LEY DE DELITOS INFORMATICOS;9;Suplantación de identidad;357;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;LEY N° 30096; LEY DE DELITOS INFORMATICOS;5;Proposiciones a niños;7;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;LEY N° 30096; LEY DE DELITOS INFORMATICOS;7;Interceptación de datos informáticos;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;LEY N° 30096; LEY DE DELITOS INFORMATICOS;10;Abuso de mecanismos y dispositivos informáticos;28;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;LEY N° 30096; LEY DE DELITOS INFORMATICOS;11;Agravantes;6;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
