periodo_denuncia;anio_denuncia;fecha_descarga;distrito_fiscal;especialidad;tipo_caso;generico;subgenerico;articulo;des_articulo;cantidad;ubigeo_pjfs;dpto_pjfs;prov_pjfs;dist_pjfs;fecha_corte
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;430;Supresión;9;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;431;Expedición de certificado médico falso;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE DOCUMENTOS EN GENERAL;432;Inhabilitación;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE SELLOS;434;Fabricación o falsificación de sellos o timbres oficiales;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA FE PUBLICA;FALSIFICACION DE SELLOS;435;Fabricación fraudulenta o falsificación de marcas o contraseÃ±as oficiales;8;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;DESAPARICION FORZADA;320;Desaparición forzada de personas;257;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;DISCRIMINACION;323;Discriminación e incitación a la discriminación;27;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;GENOCIDIO;319;Genocidio;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA HUMANIDAD;TORTURA;321;Tortura.;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;OFENSAS AL PUDOR PUBLICO;183;Exhibiciones y publicaciones obscenas;57;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;OFENSAS AL PUDOR PUBLICO;183-B;Proposiciones a niños;11;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;PROXENETISMO;179;Favorecimiento a la prostitución;21;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;PROXENETISMO;180;Rufianismo;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;PROXENETISMO;181;Proxenetismo.;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE DOMICILIO;159;Violación de domicilio;246;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE DOMICILIO;160;Allanamiento ilegal de domicilio;13;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154;Violación de la intimidad;32;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154-A;Tráfico ilegal de datos personales;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;154-B;Difusión de imágenes obsenas;60;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA INTIMIDAD;155;Agravante por razón de la función;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD DE EXPRESION;169;Violación de la libertad de expresión;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD DE TRABAJO;168;Atentado contra la libertad de trabajo y asociaciÃ³n;22;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD DE TRABAJO;168-A;Atentado contra las condiciones de seguridad y salud en el trabajo;6;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;151;Coacción;1495;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;151-A;Acoso;602;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD PERSONAL;152;Secuestro;250;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;170;Violación sexual;366;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;171;Violación de persona en estado de inconsciencia o en la imposibilidad de resistir;20;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;172;Violación de persona en incapacidad de dar su libre consentimiento;14;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;173;Violación sexual de menor de edad;406;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;175;Violación sexual mediante engaÃ±o;53;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176;Tocamientos indebidos;328;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-A;Tocamientos indebidos;506;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-B;Acoso sexual;217;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;176-C;Chantaje sexual;32;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DE LA LIBERTAD SEXUAL;177;Formas agravadas;12;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DEL SECRETO DE LAS COMUNICAC.;161;Violación de correspondencia;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DEL SECRETO DE LAS COMUNICAC.;164;Publicación indebida de correspondencia;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA LIBERTAD;VIOLACION DEL SECRETO PROFESIONAL;165;Violación del secreto profesional;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA EL ORDEN MIGRATORIO;303-B;Formas agravadas del Tráfico Ilícito de migrantes;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);286;Contaminación o adulteración de bienes o insumos destinados al uso o consumo humano y Alteración de la fecha de vencimiento;6;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION;287;Contaminación o adulteración de alimentos o bebidas y Alteración de la fecha de vencimiento;13;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);288;Producción;7;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);288-B;Uso de productos tóxicos o peligrosos;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);289;Propagación de enfermedad peligrosa o contagiosa;11;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);290;Ejercicio ilegal de la medicina;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);291;Ejercicio malicioso y desleal de la medicina;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);292;Violación de medidas sanitarias;7;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);294;Suministro infiel de productos farmacéuticos;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);294-A;falsificación;6;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);294-B;Comercialización de productos farmacéuticos;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);294-C;Agravantes;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);295;Formas culposas;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);296;PromociÃ³n o favorecimiento al Tráfico Ilícito de Drogas y otros;266;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);296-A;Comercialización y cultivo de amapola y marihuana y su siembra compulsiva;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);296-B;Tráfico Ilícito de Insumos Químicos y Productos Fiscalizados.;23;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);297;Formas agravadas;8;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);298;MicroComercialización o microproducciÃ³n;222;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);299;Posesión  no punible;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);301;Coacción al consumo de droga;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LA SALUD PUBLICA (CONTAMINACION Y PROPAGACION);302;Inducción o instigación al consumo de droga;6;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.;280;Atentado contra los medios de transporte colectivo o de comunicación;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.;281;Atentado contra la seguridad comÃºn;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.;283;Entorpecimiento al funcionamiento de servicios públicos;16;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;CONTRA LOS MEDIOS DE TRANSP.;284;Abandono de servicio de transporte ;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;273;Peligro por medio de incendio o explosión;31;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;273-A;Producción de peligro en el servicio público de transporte de pasajeros;8;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;274;Conducción en estado de ebriedad o drogadicción;6131;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;274-A;Manipulación en estado de ebriedad o drogadicción;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;275;Formas agravadas;11;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;277;Daños de obras para la defensa común;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;278;Formas culposas;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279;Fabricación;84;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-A;Producción;33;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-B;Sustracción o arrebato de armas de fuego;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-C;Tráfico de productos pirotécnicos;14;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-E;Ensamblado;1;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-F;Uso de armas en estado de ebriedad o drogadicciÃ³n;7;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA SEGURIDAD PUBLICA;DELITO DE PELIGRO COMUN;279-G;Fabricación;102;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DECRETO LEY 25475 (TERRORISMO);3;Penas aplicables;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;315;Disturbios;20;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;315-A;Delito de grave Perturbación de la tranquilidad pública;10;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;317;Organización Criminal;56;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;317-A;Marcaje o reglaje;12;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;317-B;Banda Criminal;14;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA TRANQUILIDAD PUBLICA;DELITOS CONTRA LA PAZ PUBLICA;318;Ofensas a la memoria de los muertos;5;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;ABORTO;114;Autoaborto;29;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;ABORTO;115;Aborto consentido;4;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;ABORTO;116;Aborto sin consentimiento;23;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;ABORTO;117;Agravación de la pena por la calidad del sujeto;2;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;ABORTO;118;Aborto preterintencional;3;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO;125;Exposición o abandono peligrosos;54;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO;126;Omisión de socorro y exposición a peligro;21;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
ENERO - DICIEMBRE;2023;01/08/2024;LAMBAYEQUE;PENAL;DENUNCIA;CONTRA LA VIDA/EL CUERPO Y LA SALUD;EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO;127;Omisión de auxilio o aviso a la autoridad;16;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;24/01/2024
