periodo_denuncia,anio_denuncia,fecha_descarga,distrito_fiscal,especialidad,tipo_caso,generico,subgenerico,articulo,des_articulo,cantidad,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,ATENTADOS CONTRA SEGURIDAD NACIONAL Y TRAICIÓN A LA PATRIA,326,Participación en grupo armado dirigido por extranjero,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,CONTRA EL ESTADO Y LA DEFENSA NACIONAL (Sin especificar delito subgenérico),S/Art,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ESTADO Y LA DEFENSA NACIONAL,DELITOS QUE COMPROMETEN LAS RELACIONES EXTERIORES DEL ESTADO,336,Atentado contra persona que goza de protección internacional,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL HONOR,CONTRA EL HONOR (Sin especificar delito subgenérico),S/Art,CONTRA EL HONOR,12,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",130,Injuria,11,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",131,Calumnia,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",132,Difamación,12,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",S/Art,"INJURIA, CALUMNIA Y DIFAMACIÓN",7,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,"ACAPARAMIENTO, ESPECULACION, ADULTERACION",234,Especulación,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,CONTRA EL ORDEN ECONOMICO (Sin especificar delito subgenérico),S/Art,DELITOS CONTRA EL ORDEN ECONÓMICO,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,241,"Fraude en remates, licitaciones y concursos públicos",1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,243-A,Funcionamiento ilegal de casinos de juego,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,DESEMPEÑO DE ACTIVIDADES NO AUTORIZADAS,243-C,Funcionamiento ilegal de juegos de casino y máquinas tragamonedas,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,VENTA ILICITA DE MERCADERIAS,237,Venta ilegal de mercaderías,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,VENTA ILICITA DE MERCADERIAS,S/Art,VENTA ILÍCITA DE MERCADERÍAS,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,CONTRA EL ORDEN FINANCIERO Y MONETARIO (Sin especificar delito subgenérico),S/Art,CONTRA EL ORDEN FINANCIERO Y MONETARIO,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,244,Concentración crediticia,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,247,Financiamiento por medio de información fraudulenta,6,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,248,Condicionamiento de créditos,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,S/Art,DELITOS FINANCIEROS,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,252,Fabricación y falsificación de moneda de curso legal,13,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,254,Tráfico de moneda falsa,46,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,S/Art,DELITOS MONETARIOS,47,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-A,Hurto de ganado,137,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-B,Hurto de uso de ganado,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-C,Robo de ganado ,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,S/Art,ABIGEATO,59,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,190,Apropiación ilícita común,405,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,191,Sustracción de bien propio,5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,192,Apropiación irregular,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,193,Apropiación de prenda,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,S/Art,APROPIACIÓN ILÍCITA,140,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,CONTRA EL PATRIMONIO (Sin especificar delito subgenérico),S/Art,CONTRA EL PATRIMONIO,4504,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,205,Daño simple,457,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206,Formas agravadas,85,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,207,Producción o venta de alimentos en mal estado para los animales,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206-A,Abandono y actos de crueldad contra animales domésticos y silvestres,38,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,S/Art,DAÑOS,1523,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196,Estafa,1002,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,197,Casos de defraudación,52,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196-A,Estafa agravada,41,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,S/Art,ESTAFA Y OTRAS DEFRAUDACIONES,55,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,200,Extorsión.,211,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,201,Chantaje,24,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,S/Art,EXTORSIÓN,32,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,198,Administración fraudulenta,25,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,S/Art,FRAUDE EN LA ADMINISTRACIÓN DE PERSONAS JURÍDICAS,21,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,185,Hurto simple,614,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186,Hurto agravado,5504,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,187,Hurto de uso,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,S/Art,HURTO,5568,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194,Receptación.,607,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,195,Formas agravadas,68,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194-A,Distribución de señales de satélite portadoras de programas,2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,S/Art,RECEPTACIÓN,80,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,188,Robo.,78,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,189,Robo agravado,3419,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,S/Art,ROBO,1889,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,202,Usurpación.,395,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,203,Desvío ilegal del curso de las aguas,18,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,204,Formas agravadas de usurpación,126,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,S/Art,USURPACIÓN,628,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA EL PATRIMONIO CULTURAL (Sin especificar delito subgenérico),S/Art,DELITOS CONTRA EL PATRIMONIO CULTURAL,12,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,226,Atentados contra monumentos arqueológicos,25,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,228,Extracción ilegal de bienes culturales,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,229,Omisión de deberes de funcionarios públicos,1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,S/Art,DELITOS CONTRA LOS BIENES CULTURALES,9,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376,Abuso de autoridad,408,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,377,"Omisión, rehusamiento o demora de actos funcionales (abuso de autoridad)",174,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,378,Denegación o deficiente apoyo policial (abuso de autoridad),2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,381,Nombramiento o aceptación ilegal (abuso de autoridad),21,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,382,Concusión,15,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,383,Cobro indebido (concusión),6,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,384,Colusión simple y agravada (concusión),80,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,385,Patrocinio ilegal (concusión),4,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,386,"Responsabilidad de peritos, árbitros y contadores particulares (concusión)",1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,387,Peculado doloso y culposo (peculado),81,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,388,Peculado de uso (peculado),12,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,389,Malversación (peculado),14,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,390,Retardo injustificado de pago (peculado),15,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,391,Rehusamiento a entrega de bienes depositados o puestos en custodia,3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,393,Cohecho pasivo propio (corrupción de funcionarios),13,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,394,Cohecho pasivo impropio (corrupción de funcionarios),5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,396,Corrupción pasiva de auxiliares jurisdiccionales (corrupción de funcionarios),1,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,397,Cohecho activo genérico (corrupción de funcionarios),12,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,398,Cohecho activo específico (corrupción de funcionarios),3,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,399,Negociación incompatible o aprovechamiento indebido de cargo (corrupción de funcionarios),52,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,400,Tráfico de influencias (corrupción de funcionarios),23,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,401,Enriquecimiento ilícito (corrupción de funcionarios),5,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376-B,Otorgamiento ilegítimo de derechos sobre inmuebles (abuso de autoridad),6,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395-A,Cohecho pasivo propio en el ejercicio de la función policial (corrupción de funcionarios),2,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,S/Art,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICO,194,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,361,Usurpación de función pública,50,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
ENERO - DICIEMBRE,2019,13/01/2020,LAMBAYEQUE,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,362,Ostentación de distintivos de función o cargos que no ejerce,7,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,14/06/2023
